4/12/2013,16:57:25,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:25,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:26,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:26,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:26,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:27,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:28,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:28,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:29,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:29,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:30,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:30,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:30,00:13:a2:00:40:a4:d7:1d
4/12/2013,16:57:31,00:13:a2:00:40:a4:d7:1d
